pid,name,followers,num_tracks,num_albums,collaborative
894330,running,3,90,88,False
87218,yes,3,14,12,True
139789,80's,3,241,198,False
45247,Advent ,3,20,5,False
147857,2000's ,3,19,16,False
730775,THROWBACK,3,69,64,False
688892,Rap,3,24,23,False
53530,Samples,3,5,5,False
599714,summer mix,3,72,68,False
618210,90210,3,232,214,False
550945,Summer 2013,3,37,36,False
305424,vodka,3,90,75,False
817564,chinese,3,126,81,False
925834,RUN,3,40,36,False
989307,Party Vibes,3,137,123,False
387805,Summer '17,3,88,84,False
719952,Gospel Rap,3,19,19,False
907095,classics,3,151,119,False
910799,morning music,3,59,43,False
814869,bumpin,3,13,10,False
935642,Broadway,3,148,46,False
913869,Viajes,3,40,29,False
500108,Throwbacks,3,246,162,False
185373,october 2016,3,62,61,False
16516,2012,3,142,110,False
627463,calm,3,22,12,False
745919,newer stuff,3,67,45,False
891108,Vietnamese,3,42,30,False
788130,acoustic vibes,3,183,154,False
196958,HELL YES,3,34,31,False
359856,Cinco de Mayo,3,59,47,False
270957,gloomy,3,20,14,False
568342,Sounds of Summer,3,43,42,False
913056,makeout,3,24,22,False
821934,middle school,3,175,150,False
984884,winter playlist,3,91,60,False
21194,who knows,3,121,120,False
201981,Banda ,3,250,164,True
219712,mmmm,3,167,135,False
811603,Winding down,3,75,46,False
466912,C H I L L,3,249,222,False
172145,New Country,3,108,75,False
779684,PB,3,66,62,False
253285,hyped,3,157,119,False
893443,summer ,3,10,7,False
412932,mellow,3,95,87,False
749606,Music,3,146,105,False
838704,Reception,3,39,38,False
643649,Best of the 90's,3,211,162,False
133654,Me,3,83,82,False
530847,Awesome Mix Vol.2,3,49,47,False
82790,jams ,3,164,139,False
305331,2015,3,60,60,False
692916,chillin,3,91,45,False
472381,car jams ,3,137,120,False
710904,beach,3,61,55,False
389131,Mandarin,3,166,121,False
828072,Good SH*T,3,93,84,False
266640,Bluegrass,3,56,21,False
509298,soft,3,125,65,False
644776,Relaxing,3,66,62,False
905411,mix,3,10,10,False
836909,classics,3,121,98,False
418987,Rock out,3,112,69,False
850819,pass the aux,3,36,30,False
935761,throwin' it back,3,64,57,False
47297,vibin,3,65,47,False
396941,country girl,3,123,79,False
435233,yeet,3,245,170,False
176090,May,3,137,109,False
866042,grad party,3,54,46,False
852978,feels,3,219,177,False
121441,beach 2017,3,89,80,False
90227,jazz,3,39,35,False
461106,Lame,3,33,22,False
723183,Chill Songs!,3,148,128,False
565755,CLASSIC BANGERS,3,92,72,False
172720,classic ,3,102,69,False
58444,Boat,3,60,54,False
819507,Acoustic,3,41,38,False
708351,throwback,3,103,76,False
387433,disney favs,3,47,24,False
339342,Sleep,3,227,174,False
46154,summer.,3,34,34,False
166728,NOW,3,60,57,False
630484,amazing songs,3,63,56,False
257006,netflix and chill,3,46,37,False
501734,Creepy,3,67,45,False
636876,music,3,186,151,False
185501,trippin,3,19,18,False
579574,Andrea,3,67,63,False
865990,Other,3,33,25,False
612365,The Best Playlist,3,50,34,False
875821,Sounds of Summer,3,70,67,False
512752,Gipsy Kings,3,27,21,False
913195,80's,3,64,55,False
146312,Dance,3,150,133,False
521953,Uplifting,3,66,43,False
238752,Sad,3,49,9,False
272292,Hood,3,32,27,False
467144,Reading Music,3,106,14,False
632588,Fall,3,34,30,False
709325,Airplane Mode,3,88,74,False
587330,Pumped up,3,37,30,False
103117,calm down,3,98,92,False
438570,EAT SLEEP RAVE REPEAT,3,150,120,False
563701,turn tf up,3,25,24,False
889584,Road Trip ,3,77,61,False
68642,Tennis,3,46,43,False
9535,Chill,3,11,10,False
78560,Kylie,3,116,72,False
850053,Chill,3,47,34,False
331983,Aloha,3,21,21,False
850714,oldies,3,148,92,False
478909,Classic Rock,3,45,40,False
499714,Jams,3,66,52,False
61500,Prom 2k17,3,187,168,False
669194,Alt.,3,94,64,False
787673,eMo MuSic.,3,176,26,False
591022, The Ocean,3,123,110,False
797942,New Rap,3,41,8,False
894780,Ellas,3,18,11,False
18309,Favorite songs,3,39,32,False
265901,America,3,158,120,False
727756,Country,3,106,81,False
10989,Mixtape ,3,188,142,False
999720,Holiday Music!,3,46,41,False
632888,Lights,3,31,11,False
560744,Hawaii,3,21,19,False
644230,Prom 2017,3,51,42,False
37371,cumbias,3,54,26,False
862979,clean,3,65,24,False
274860,��������,3,35,30,False
93651,call of duty,3,53,42,False
180674,Country,3,39,32,False
162852,Summer'16,3,82,70,False
196546,OLDIES,3,98,89,False
574419,trap music,3,164,146,False
515377,h2,3,73,47,False
690525,LA BANDA ,3,147,125,False
198376,turn up,3,17,16,False
965287,SKA,3,121,58,False
566126,lullabies,3,123,103,False
611602,Yoga Playlist,3,27,27,False
716857,Saturday Mornings,3,47,39,False
798307,My Jams,3,150,80,False
155064,Contemporary Christian,3,52,38,False
428371,Big Bang,3,87,24,False
8324,the boys,3,99,60,False
480927,Rage,3,64,55,False
974851,Dance,3,83,50,False
451578,roberto,3,12,12,False
446433,Nueva playlist,3,89,47,False
554274,throwback,3,171,128,False
285000,Favorite Songs,3,57,53,False
621831,Christian Rap,3,194,70,False
221517,Aye,3,20,20,False
473102,Zouk,3,70,67,False
291332,GOLDEN OLDIES ,3,131,89,False
585753,ROAD TRIP ,3,14,11,False
956636,Catchy,3,56,56,False
724120,all songs,3,140,79,False
290987,Rap,3,102,80,False
785884,classic rock,3,82,62,False
783428,throwback jams,3,71,65,False
95098,Chill Mix,3,144,133,False
69427,vibesss ,3,39,39,False
684217,EDM,3,50,45,False
414908,no chill,3,59,51,False
60016,Christmas,3,97,70,False
461164,hella,3,69,57,False
552905,HEARTBEAT,3,36,36,False
52345,worship,3,114,82,False
28185,Trap,3,83,53,False
490360,Electro Swing,3,31,25,False
654640,TRIP,3,66,59,False
620847,fight ,3,87,78,False
202203,Classic rock,3,12,12,False
892877,june 2016,3,30,26,False
595502,Instrumental,3,140,72,False
983132,dazed and confused,3,75,68,False
82382,songs 2,3,78,57,False
368286,lit ,3,72,63,False
845161,lit,3,154,117,False
202187,playlist,3,143,128,False
510949,Cleaning,3,111,77,False
892623,Feels,3,83,75,False
183618,Good days,3,64,58,False
646108,feels ,3,9,8,False
874062,Mumford & Sons,3,29,7,False
625120,Jams,3,31,20,False
704060,chill beats,3,85,82,False
639536,Faded,3,36,29,False
774158,back to school,3,69,63,False
209511,boolin,3,177,143,False
864080,august,3,18,17,False
997865,litty,3,37,30,False
562373,new jams,3,25,20,False
400574,sensation,3,18,18,True
708830,music,3,133,59,False
34713,May 2015,3,64,53,False
647141,stoned.,3,35,28,False
977718,Best of 2015,3,24,20,False
248485,Fredrik,3,115,104,False
508108,Coachella 2014,3,229,170,True
458283,Classics,3,118,104,False
755692,This Must Be The Place,3,57,14,False
271913,party time,3,56,49,False
467695,Kelsey,3,59,51,False
627828,Alternative,3,42,36,False
98811,Prayer,3,192,152,False
864407,Rock,3,173,149,False
25468,sunday mornings ,3,79,67,False
532820,2015-2016,3,20,19,False
245639,7 Years,3,20,15,False
868149,ladies,3,35,31,False
399156,happy,3,89,85,False
708400,80's ,3,58,52,False
827706,adele,3,16,12,False
490807,cd,3,231,180,False
442911,faith,3,218,136,False
121159,throwbacks,3,60,45,False
330644,Kanye West,3,24,13,False
622302,Classics,3,201,182,False
137463,house,3,43,43,False
239431,fun,3,156,149,False
400008,free time,3,95,85,False
234350,Worship,3,106,50,False
232599,workout,3,84,79,False
301230,Drive,3,123,103,False
835326,Three.,3,15,15,False
315822,regaeton ,3,133,82,False
942766,five,3,69,68,True
232053,Harvest Moon,3,19,18,False
391317,¯\_(ツ)_/¯,3,118,114,False
524706,Memories,3,22,19,False
526447,Old school jams,3,128,109,False
589186,Good Music,3,64,61,False
322671,Party Bus ,3,65,59,False
335918,feel,3,109,85,False
984650,Goldie,3,12,12,False
244942,❤❤,3,130,117,False
288400,Modern Rock,3,88,74,False
735232,christmas,3,119,85,False
821485,Summer Chill... ,3,49,47,False
813805,Road Trip,3,62,57,True
183478,Fire,3,10,10,False
78542,90s R&B,3,194,152,False
956825,Comedy,3,61,15,False
206042,jessica,3,143,90,False
864058,Red,3,76,51,False
875550,Anytime,3,118,107,False
278141,Pump,3,185,154,False
493700,discover,3,136,116,False
749165,gaylist,3,49,37,False
352335,feels,3,84,64,False
537481,All My Friends,3,12,12,False
766621,<333,3,78,70,False
62834,FIRE,3,109,76,False
981018,Summer '17,3,94,69,False
886046,yup,3,28,23,False
241797,chill ,3,74,66,False
115528,It's LIT,3,73,67,False
805060,Good Stuff,3,208,191,False
773297,Hip-Hop,3,229,167,False
962647,Feels,3,85,78,False
614399,TINGS,3,29,27,False
60702,shower,3,18,16,False
98514,Inspiration,3,37,36,False
489907,Running,3,45,44,True
165279,THE WEEKND,3,78,23,False
27566,ag,3,25,14,False
675461,Hip Hop,3,119,73,False
802761,chunes,3,59,50,False
134311,summer 17,3,75,44,False
260316,work in progress,3,104,85,False
586527,karaoke ,3,34,33,False
4341,Oldies,3,233,191,False
321258,CHRISTMAS,3,28,27,False
160411,party playlist,3,92,77,False
226386,Slow Country,3,63,55,False
304895,lets get it,3,100,79,False
769628,Indietronica,3,51,38,False
447424,drink,3,106,89,False
632907,*Chill Rap*,3,46,29,False
197705,Soulful House,3,39,20,False
790093,Hebrew,3,67,49,False
345229,VEGAS!,3,108,96,False
916209,Pop Brasil,3,50,18,False
736757,Grad party,3,14,13,False
329996,GET HYPE!!,3,25,24,False
423379,español,3,49,37,False
764859,yuh,3,91,42,False
553070,fun ,3,51,49,False
837014,Isaac,3,119,80,False
760092,car rides ,3,94,70,False
658127,Boi,3,11,8,False
436948,Throwbackthursday,3,61,48,False
242782,HOME ALONE,3,83,62,False
500732,Be Free ,3,38,31,False
762085,Barry Manilow,3,71,69,False
193078,Groovy Baby,3,128,97,True
403918,Slim,3,212,117,False
147147,Worship,3,42,31,False
638539,Drive Home,3,192,153,True
709560,TB,3,43,38,False
317891,Jazz Standards,3,159,146,False
334963,love songs,3,222,150,False
558946,bus music ,3,13,13,False
557911,foreplay,3,108,92,False
659410,2000's,3,78,57,False
557855,new stuff,3,169,119,False
153333,Chill,3,54,34,False
664786,Anything Goes,3,53,43,False
772991,roadtrip,3,66,54,False
946611,90's,3,41,38,False
15956,New,3,101,86,False
77295,STUFF,3,135,63,False
420060,New country,3,53,37,True
647154,Life,3,65,47,False
219620,OLD SCHOOL R&B,3,85,77,False
575549,Punk,3,138,73,False
679970,Workout,3,50,47,False
593765,Playlist,3,78,48,False
459866,Feel good,3,52,47,False
372014,the good stuff,3,248,198,False
913399,fun,3,134,119,True
945549,Holidays,3,58,41,False
761275,Mindfulness,3,135,70,False
387795,My Boo,3,18,17,False
732713,Spotify,3,109,88,False
358645,GALA ,3,26,21,False
398827,SO GOOD,3,29,27,False
563253,Shower tunes,3,64,48,False
91292,Climax,3,33,32,False
994061,Playlist one,3,26,26,False
13704,explore,3,54,54,False
566882,Texas Country,3,118,75,False
982384,Progressive Metal,3,31,19,False
741177,Pop,3,131,86,False
459483,Car Jams,3,178,132,False
902186,melt,3,250,206,False
595738,study,3,49,40,False
885743,The Best,3,56,48,False
347555,Disney Soundtracks,3,84,40,False
681439,Hip-Hop ,3,30,20,False
669184,car,3,105,74,False
359385,Suggestions,3,207,97,False
855348,Emily,3,199,149,False
114491,road trip :) ,3,162,137,False
149462,get lit,3,125,77,False
282007,. 2017,3,103,72,False
5270,chill,3,124,102,False
469292,90's,3,28,24,False
774644,soul music,3,104,67,False
209526,Old,3,95,79,False
59822,hood,3,236,156,False
594067,Anything and Everything ,3,71,61,False
550251,Christian,3,75,54,False
963935,vibez,3,102,96,False
218746,summer,3,97,90,False
40410,Travel,3,19,19,False
347797,christian,3,108,57,False
856533,Travel,3,79,77,False
599516,Romanticas,3,42,24,False
723455,Christmas,3,62,41,False
544544,country favs,3,91,67,False
882120,mix,3,143,75,False
848080,SQUAD,3,80,71,False
867880,Christmas playlist,3,79,18,False
492409,Study,3,76,26,False
265979,soft,3,36,35,False
328984,🌸🌸🌸,3,127,96,False
345923,house ,3,59,52,False
380913,Driving Playlist,3,97,88,False
212300,my heart,3,26,25,False
348805,throwback,3,76,68,False
890392,chill,3,181,138,False
228363,Road Trippin!!,3,147,123,False
21856,Studying,3,100,90,False
889337,Wedding Dance Playlist,3,63,62,False
857932,Chill,3,127,99,False
497102,Good Stuff,3,150,97,False
238491,Merry Christmas,3,72,46,False
492431,Adele – 19,3,15,5,False
212946,worship songs,3,61,42,False
647386,Fantasy,3,120,116,False
431154,Summertime,3,99,81,False
814121,yes,3,135,109,False
471051,LIT LIST,3,195,111,False
987438,throwback,3,112,97,False
954450,pool music,3,95,90,False
973564,Adoracion,3,27,19,False
150081,Awesome,3,91,78,False
502211, Lit 🔥,3,177,123,False
957303,spaced out.,3,29,29,False
226661,tbt ,3,58,55,False
960438,90's hip hop,3,237,69,False
166802,~goosebumps~,3,31,29,False
85220,SeX,3,23,20,False
187644,trap music,3,137,93,False
96414,HOUSE/EDM,3,56,53,False
101066,country(:,3,77,45,False
708236,Austria,3,54,49,False
935140,Shower,3,47,39,False
482806,Fire.,3,76,73,False
333181,Cruise,3,128,117,True
298398,Get hyped,3,83,67,False
361599,Stoner ,3,76,67,False
20537,🎉🎉🎉🎉,3,130,112,False
225170,one ,3,100,92,False
785688,Beat,3,194,98,False
221008,Best of 2016,3,41,41,False
963363,Stay with me ,3,157,89,False
451147,Dance!,3,27,26,False
333374,Disney,3,44,15,False
753716,Dad,3,192,38,False
369669,Study,3,42,35,False
898158,songz,3,25,21,False
197758,texas country,3,223,105,False
775069,sunrise,3,143,96,False
524742,Experimental,3,165,24,False
658430,Fire Emoji,3,122,91,False
145470,kyle,3,240,130,False
608031,EDM,3,211,49,False
554589,Musica Latina,3,55,41,False
664367,Petrichor,3,33,33,False
96039,Hang Out,3,27,25,False
973479,rachael:),3,107,78,False
872720,Running playlist,3,74,58,False
883483,Country Songs,3,64,31,False
755494,Jamaica,3,52,51,False
906049,Spanish ,3,43,38,False
134538,kickback,3,62,52,False
743172,jiggy,3,44,37,False
432750,throwback ,3,100,96,False
68552,001,3,15,15,False
957563,Funk It Up,3,45,42,False
104032,hood jams,3,138,110,False
21349,TGIF,3,59,48,False
68188,Old School Party,3,32,31,False
462518,EDM,3,159,137,False
895474,HUMBLE,3,34,27,False
351075,hoodrat,3,179,89,False
992023,70s,3,151,111,False
452420,car,3,109,72,False
884904,Og,3,145,101,False
920551,Urbano,3,205,115,True
208054,PP,3,120,108,False
780432,follow me,3,22,21,False
403942,Yuhh,3,56,43,False
552186,Olivia's playlist,3,184,146,False
774386,80s,3,17,13,True
511486,Rock Nacional,3,46,26,False
965090,Summer 2015,3,20,19,False
379206,yoo,3,23,15,False
523584,get down,3,88,60,False
435470,summer 2015,3,54,49,False
837103,des ,3,70,47,False
632353,Pre,3,46,45,False
77660,coffee shop,3,99,89,False
601854,guilty pleasures,3,25,25,False
816504,sleep,3,200,33,False
981884,Sorry,3,55,45,False
398491,steve,3,21,21,False
845209,the feels,3,42,42,False
62717,waVes,3,209,168,False
541662,Jake,3,180,118,False
82538,Camp,3,115,104,False
485735,Its LIT,3,155,127,False
504472,Pop music,3,38,32,False
327681,vibes,3,92,72,False
799926,Best Throwbacks,3,52,40,False
562308,throwbackz,3,83,55,False
146278,🇫🇷,3,17,12,False
136190,#16,3,16,16,False
998677,kush,3,110,89,False
681980,17,3,81,73,False
226725,Thailand,3,36,35,False
716701,Trap,3,70,57,False
45042,feelings,3,97,56,False
311891,January 2014,3,19,18,False
199696,CLASSICAL,3,27,21,False
862062,Werk It,3,58,58,False
750039,русская музыка,3,80,54,False
941053,Diversity,3,156,124,False
635877,Vibes,3,82,73,False
199620,ptx,3,65,26,False
886000,Broadway/Musicals,3,72,39,True
236730,Weights,3,165,109,False
492042,Good One!,3,53,49,False
995220,currently listening to,3,87,79,False
416276,classics,3,14,9,False
936908,MAMACITA,3,66,57,False
657531,tu,3,75,58,False
816328,🔥🔥🔥,3,35,31,False
558679,oldies but goodies,3,167,141,False
6514,rn ,3,35,32,False
382458,SPRING 17,3,63,62,False
838247,sky high,3,40,38,False
115798,English,3,107,98,False
337827,countryyy,3,73,65,False
724576,rap,3,214,98,False
343121,oldies,3,136,128,False
577278,Nice :),3,191,125,False
518361,Worship,3,60,41,False
870465,good good,3,128,108,False
640957,lake ,3,178,147,False
423829,Metal,3,41,25,False
667711,chillin,3,93,80,False
458305,june,3,54,49,False
103365,Folk,3,74,59,False
611046,Sun,3,49,34,False
269227,2017,3,16,14,False
630165,predrinks,3,92,84,True
846039,lake,3,94,86,False
98152,ROAD TRIP,3,210,168,True
170486,Country,3,108,76,False
635447,throwback bops,3,25,24,False
581526,car jams:),3,43,34,False
302886,Dodgeball,3,54,46,False
784786,Workout,3,130,108,False
908590,dance,3,87,79,False
28501,Stuff,3,40,40,False
486663,good vibes,3,243,216,False
712824,happy :),3,44,37,False
472334,Mellow Yellow,3,136,93,False
980146,new new,3,137,87,False
439139,Worship,3,108,38,False
727394,current favs,3,72,64,False
660382,covers,3,101,76,False
302594,Programming,3,17,14,False
484681,Work,3,84,67,False
47877,Groovy,3,114,91,False
603614,littt,3,76,69,False
506816,Disneyland,3,196,95,False
145871,Best of 2016,3,28,27,False
812158,Worship Music,3,238,171,False
97690,josh,3,158,124,False
860845,chill,3,53,48,False
803752,country,3,194,119,False
251587,workout,3,82,72,False
984394,Lent.,3,42,30,False
118162,Feels,3,45,38,False
654579,road trip,3,22,22,False
179495,Americana,3,194,152,False
112813,:DD,3,19,19,False
614602,Chillin,3,131,88,False
682876,petrichor,3,56,51,True
322448,White Music,3,146,122,False
263836,Chill,3,15,14,False
984225,Gospel rap,3,44,14,False
646750,Best of 2014,3,55,55,False
140316,Fun Stuff,3,78,72,False
155778,matchbox 20,3,39,16,False
853567,old vibes,3,82,74,False
120389,new songs ,3,97,89,False
428539,Eclipse,3,55,55,False
116818,Best of...,3,93,82,False
801213,chillax,3,21,18,False
750910,Oldies,3,54,48,False
73696,EDM,3,88,69,False
663223,Newness,3,109,97,False
529418,Thinking Out Loud,3,65,55,False
758077,Chill,3,158,123,False
698861,get up,3,28,27,False
244738,2014,3,27,26,False
699578,Sleep 2,3,29,26,False
282517,reggaeton,3,135,91,False
596867,Oldies but goodies,3,44,28,False
632584,2 pac,3,196,18,False
980826,seventies,3,48,47,False
741526,lift,3,77,68,False
412893,NOLA,3,116,95,False
400350,Wedding Songs,3,43,42,False
874433,Happiness :),3,50,44,False
832193,happy ,3,18,10,False
387042,Random,3,119,85,False
334923,Turn Up,3,95,77,False
137989,2017,3,62,52,False
873473,car,3,192,151,False
706602,SOUL TRAIN,3,47,42,False
479059,November 2015,3,16,15,False
956143,sleep.,3,91,75,False
351018,rock n roll ~,3,200,63,False
143746,Bahamas,3,36,34,False
218345,Fødselsdag,3,227,197,False
651421,random,3,217,152,False
706670,MUSICA DISCO,3,100,87,False
857615,asdfghjkl,3,78,70,False
967230,Oldschool,3,100,91,False
283838,2015,3,97,77,False
414798,Hoodrat,3,200,165,False
970862,new,3,65,48,False
673517,Jazz,3,211,72,False
74172,🤘🏻,3,34,30,False
487675,inspired,3,22,21,False
542197,new,3,78,73,False
999285,Recents,3,129,95,False
489963,Wedding Dinner,3,30,30,False
227067,Drink,3,47,41,False
128251,Summer Vibes,3,91,89,False
271775,Dance Party.,3,95,80,False
435648,Disney Music,3,85,39,False
145001,country love,3,74,55,False
510030,Spring,3,37,35,False
366210,boat ,3,91,85,False
76016,Calm,3,164,78,False
852178,trap,3,51,49,False
12462,Monday,3,91,83,False
21080,Driving music,3,76,56,False
95374,Trap,3,44,40,False
474546,september,3,57,54,False
975917,beach days,3,188,137,False
881448,Prom ,3,36,34,False
505283,cleaning,3,239,220,False
125204,classics,3,32,24,False
300203,awesome playlist,3,134,59,False
991334,Chillin,3,206,171,False
806923,Work Out,3,51,48,False
55879,Writing,3,27,26,False
665136,Madchester,3,20,14,False
452136,good mood,3,17,17,False
508766,woo,3,225,198,False
526540,Old Stuff,3,14,14,False
383105,wordless,3,28,27,False
68410,R&B,3,57,40,False
720398,Country Hits,3,147,108,False
433464,tb,3,96,85,False
262355,JAMS. ,3,21,19,False
573497,CHRISTMAS ,3,43,24,False
989458,bad,3,32,18,False
178473,kpop,3,65,26,False
528421,My Music,3,38,38,False
14521,Driving,3,130,81,False
699780,Wake,3,180,165,False
45857,new chill,3,51,44,False
610989,Tunes,3,186,85,False
614397,Back in the day..,3,194,146,False
357718,Pick me up,3,131,96,False
875438,English,3,101,85,False
892285,Daily Music ,3,203,171,False
660525,London,3,141,102,False
566971,church,3,12,9,False
369344,island vibes,3,128,101,False
148477,Study 2,3,32,12,False
224491,Worship,3,85,56,False
916025,Lit,3,101,56,False
735252,FIFA,3,85,85,False
411474,June 2017,3,29,26,False
97511,60! ,3,15,15,False
658839,60's,3,7,6,False
804366,Discovered,3,83,63,False
597407,Summer 2017,3,232,205,False
621157,Rave,3,177,165,False
603330,Yes please,3,110,76,False
339890,90s,3,214,154,False
324364,um,3,146,119,False
905350,Close your eyes,3,62,59,False
817432,spanish,3,27,26,False
554538,Yikes!,3,21,17,False
825380,S U M M E R,3,76,68,False
51499,all,3,83,70,False
38814,ST,3,79,66,False
58846,mix,3,164,129,False
352080,Filth,3,109,107,False
60902,idk,3,44,36,False
838920,yeahh,3,74,64,False
46582,dope tracks,3,178,161,False
23400,bops,3,32,28,False
225382,Acoustic,3,56,52,False
367816,Sean,3,164,98,False
569015,Ol school,3,93,65,False
504126,Raps,3,153,127,False
944363,80's Pop,3,79,72,False
221915,spring 17,3,25,25,False
829095,tbt,3,66,58,False
352444,Chill AF,3,56,50,False
475791,Comedown,3,185,43,False
974019,🇲🇽,3,241,100,False
562056,Cheese,3,65,29,False
243893,May 15,3,19,19,False
619590,caca,3,41,24,False
421349,Adoracion,3,31,23,False
566576,DRINK,3,38,36,True
251339,turnt,3,33,30,False
697083,FALL,3,25,24,False
233648,jams,3,190,129,False
673653,bang.,3,29,28,False
317479,Covers,3,23,18,False
846529,Feelin' Myself,3,110,94,False
799798,Rock,3,67,51,False
442461,🌟🌟🌟,3,43,42,False
559918,car,3,96,79,False
2676,Popular Songs,3,120,100,False
934122,working title,3,89,82,False
539970,xx,3,29,23,False
642969,crunchy,3,35,33,False
927294,La flame,3,127,100,False
445378,Throwbacks,3,173,99,False
878685,Country Mix,3,51,17,False
253286,bruh,3,24,17,False
725723,always good,3,124,99,False
563179,Fire,3,157,136,False
85721,chill vibes,3,131,120,False
918710,Lit Lit,3,31,29,False
194165,FOCUS,3,211,193,False
933138,all time faves,3,32,26,False
649728,Discovered,3,29,27,False
532681,Sail,3,87,75,False
781405,Slow It Down,3,194,168,False
918127,hip hop hits,3,60,32,False
293234,Groovin,3,93,82,False
584044,Homework,3,87,61,False
865359,bens ,3,229,144,False
737623,Summer 2014,3,76,54,False
391542,Feelin' Good,3,10,9,False
602908,Stuff,3,166,142,False
632654,Spring Mix,3,104,77,False
238363,chill bro ,3,63,54,False
834995,Summer 2011,3,7,7,False
680601,runnin ,3,91,72,False
440130,Hype,3,105,85,False
155978,Ty,3,141,108,False
826739,Fall/Winter,3,224,132,False
501025,Party Music,3,161,130,False
685908,HEAT,3,221,129,False
583646,all time favs,3,103,97,False
447411,Butts,3,49,48,False
768168,hip hop,3,85,72,False
497813,Coast,3,51,40,False
471119,Running,3,83,79,False
665949,chill,3,144,109,False
234240,Game Time,3,16,16,False
666719,insomnia,3,14,12,False
737524,Dads music,3,137,117,False
158538,After,3,9,6,False
770154,Stitches,3,107,92,False
436321,summer,3,37,36,False
826655,mhmm,3,14,13,False
492536,<3,3,53,39,False
624229,Winter '16,3,99,99,False
755644,fly high.,3,233,185,False
463615,Dad Music,3,85,66,False
986022,classic rock,3,54,47,False
184190,nd,3,18,18,False
528179,Caroline,3,176,131,False
745122,Jay chou,3,109,81,False
448659,New Jams,3,61,53,False
531992,Throwbacks,3,72,38,False
402827,idek,3,22,19,False
592049,my chill,3,64,57,False
375757,90s,3,35,27,False
478265,RAVE,3,63,60,False
936080,Randomness,3,129,78,False
550714,chill playlist,3,131,100,False
13311,listen to this,3,5,5,False
875242,pump up ,3,36,36,False
839994,Rock On!,3,132,60,False
958004,party bus,3,65,57,False
143256,doPe,3,114,108,False
267902,weekend,3,18,17,False
824932,Heat,3,83,59,False
412903,Rehearsal Dinner,3,85,80,False
127544,DANCING,3,45,42,False
19295,ice,3,84,46,False
681390,Tracks,3,8,6,False
639712,Crunk ,3,122,72,False
74638,glow,3,16,16,False
740946,Throwback,3,117,100,False
14146,September ,3,33,32,False
664393,smooth,3,165,120,False
565017,CHRISTMAS,3,52,19,False
36772,slow,3,23,22,False
920897,Feel Good,3,127,103,False
702861,Lit,3,101,90,False
338826,Dance,3,35,34,False
804823,surrender,3,16,16,False
49836,Doo Wop,3,32,28,False
643365,Summer 2014,3,42,40,False
755537,barbecue ,3,33,29,False
162693,Mexican ,3,10,9,False
182417,chill,3,69,61,False
540979,Classic rock,3,117,81,False
357285,Jammin,3,64,54,False
895370,New rock,3,90,51,False
557466,throw it back ,3,58,52,False
139047,Summer,3,30,25,False
21243,Slam,3,21,21,False
782156,Country Girls,3,19,7,False
343350,Summer BBQ,3,165,153,False
708198,Rainy Day Music,3,119,116,False
884244,Discovered Weekly,3,142,140,False
484139,trap,3,30,29,False
465022,Too Much Sauce,3,45,27,False
921081,get turnt,3,117,81,False
482386,Mood Music,3,70,45,False
666009,Old School ,3,145,106,False
208442,vibes,3,146,132,False
427250,Pre game,3,57,45,False
998033,grad party,3,44,40,False
382915,Christmas <3,3,167,53,False
896318,sexy songs,3,76,71,False
92138,barz,3,142,103,False
96697,audi,3,86,74,False
416605,Bootcamp,3,55,53,False
665520,WORKOUT,3,17,16,False
68939,FUNK,3,13,13,False
860074,Boating,3,76,70,False
390587,road trippin,3,153,121,False
175854,Football,3,60,56,False
355960,summer lovin,3,43,39,False
609918,love songs,3,27,12,False
878441,Still,3,38,23,False
739850,Bachata Mix,3,61,47,False
80708,Baby Makin Music,3,74,69,False
643268,disney,3,84,37,False
388878,kick ass ,3,16,15,False
482845,Sleepy,3,25,20,False
864854,Cumbia Villera,3,33,22,False
869909,Back Then,3,209,161,False
205581,oldies,3,84,78,False
787955,PT,3,118,98,False
711270,4th,3,180,146,False
411365,aux cord,3,230,173,False
441259,Chill Beats,3,19,19,False
540717,Smiles,3,46,31,False
241898,tb,3,46,42,False
365585,throwback,3,108,87,False
737016,Soak,3,150,19,False
142930,Smooth,3,133,86,False
651875,beats,3,105,95,False
354228,nostalgia,3,21,19,False
770043,heat,3,111,56,False
197880,fergie,3,9,6,False
706615,spanish jams,3,53,39,False
333727,Good Stuff,3,114,94,False
399327,Belt it Out,3,36,33,False
761969,rando,3,52,49,False
492328,Old School Hip Hop,3,34,33,True
803344,Mmmm,3,29,28,False
3299,Crunk,3,61,34,False
507335,good vibes,3,155,148,False
706825,emo,3,223,102,False
116493,Chill,3,89,69,False
622454,Fall 2016,3,10,10,False
734012,Throwback,3,136,115,False
244547,The List,3,70,63,False
537781,The Best,3,56,13,False
678616,vibes,3,65,53,False
937706,Spn,3,25,23,False
654254,BMTH,3,101,31,False
316927,lit,3,29,22,False
852632,español,3,73,42,False
206875,Running,3,183,145,False
172468,bros,3,176,94,False
254078,strings,3,135,104,False
693417,Sunday Morning,3,101,93,False
749966,:) pt.2,3,153,136,False
112699,Throwback,3,77,65,False
619673,Sleepy,3,42,30,False
176720,Dre,3,132,95,False
924998,"Oldies, But Goodies ",3,177,134,False
331250,mood,3,22,22,False
420663,Roadtrip,3,131,66,False
345029,I Fall Apart,3,24,16,False
46512,Mix,3,8,7,False
749313,X-Mas,3,57,42,False
102773,Vibing,3,19,18,False
