vertex,louvain,id,original_id,type,name,followers,num_artists,num_albums,collaborative
638,56,638,pl_128958,playlist,Boo,1,15,17,False
639,0,639,pl_129007,playlist,PRE GAME,1,96,128,False
2480,2,2480,pl_21052,playlist,New Stuff,1,132,145,False
2481,0,2481,pl_21074,playlist,PRE GAME,8,33,68,False
2482,5,2482,pl_21078,playlist,Country,1,17,23,False
2483,6,2483,pl_21099,playlist,SWOLE,1,6,6,False
2484,0,2484,pl_21122,playlist,Antidote,1,29,40,False
2485,3,2485,pl_21138,playlist,metal,1,28,84,False
2486,4,2486,pl_21205,playlist,girl power,1,32,41,False
2487,3,2487,pl_21249,playlist,Chill,3,33,50,False
2488,5,2488,pl_21269,playlist,country,1,33,61,False
2489,3,2489,pl_21309,playlist,Old School Tunes,3,75,83,False
2490,0,2490,pl_21348,playlist,pregame,1,96,118,False
2491,128,2491,pl_21357,playlist,boobs,1,14,15,False
2492,2,2492,pl_21395,playlist,up,2,22,27,False
2493,2,2493,pl_21473,playlist,Sad Tunes,2,55,59,False
2494,2,2494,pl_21535,playlist,VT,1,36,48,False
2495,2,2495,pl_21562,playlist,new vibes,1,50,74,False
4400,2,4400,pl_296927,playlist,lit,2,58,69,False
4401,1,4401,pl_296952,playlist,Relax ,1,16,17,False
4402,2,4402,pl_296955,playlist,fall,20,39,45,False
4403,1,4403,pl_296984,playlist,Fun stuff,1,36,41,False
4404,6,4404,pl_297032,playlist,Worship ,1,26,41,False
4405,221,4405,pl_297034,playlist,Yoga,1,17,18,False
4406,222,4406,pl_297038,playlist,Instrumentals,1,29,29,False
4407,1,4407,pl_297039,playlist,Party ,1,118,167,False
4408,0,4408,pl_297069,playlist,beach,1,49,63,False
4409,1,4409,pl_297073,playlist,December,1,36,38,False
4410,0,4410,pl_297172,playlist,(Interlude),1,10,14,False
4411,1,4411,pl_297235,playlist,2016,3,71,73,False
4412,4,4412,pl_297256,playlist,throwback ,1,3,11,False
4413,4,4413,pl_297281,playlist,GET UP,1,20,21,False
4414,0,4414,pl_297392,playlist,Workout,1,31,47,False
4415,0,4415,pl_297449,playlist,shower,1,29,36,False
8224,1,8224,pl_470345,playlist,max,1,10,11,False
8225,1,8225,pl_470420,playlist,February 2016,1,114,124,False
8226,2,8226,pl_470474,playlist,13. ,1,7,10,False
8227,2,8227,pl_470477,playlist,Chillin',1,61,62,False
8228,1,8228,pl_470507,playlist,workout,2,15,16,False
8229,0,8229,pl_470583,playlist,Recently Added,2,47,63,False
8230,4,8230,pl_470697,playlist,science,1,16,16,False
8231,1,8231,pl_470711,playlist,2017...,2,64,70,False
8232,6,8232,pl_470741,playlist,🙌🏻,1,10,14,False
8233,1,8233,pl_470769,playlist,Halloween party !,1,29,34,False
8234,0,8234,pl_470820,playlist,lit,1,42,50,False
8235,6,8235,pl_470869,playlist,Slow Worship,1,12,20,False
8236,18,8236,pl_470927,playlist,undertale,1,4,4,False
8237,1,8237,pl_470959,playlist,BOSS,1,25,31,False
8238,4,8238,pl_470982,playlist,the best,1,19,54,False
8239,2,8239,pl_470989,playlist,November,1,28,29,False
6736,4,6736,pl_402144,playlist,green,1,15,17,True
6737,0,6737,pl_402270,playlist,hip,11,26,42,False
6738,0,6738,pl_402273,playlist,Chill Rap,1,5,5,False
6739,3,6739,pl_402277,playlist,Pat,1,35,54,False
6740,2,6740,pl_402302,playlist,BOSTON,1,25,35,False
6741,4,6741,pl_402334,playlist,NO DOUBT,1,4,18,False
6742,7,6742,pl_402354,playlist,Disney,1,57,38,False
6743,336,6743,pl_402355,playlist,Oldies,1,4,5,False
6744,0,6744,pl_402480,playlist,Rap,1,16,21,False
6745,9,6745,pl_402503,playlist,Cristian Castro ,1,3,10,False
6746,8,6746,pl_402542,playlist,Christmas ,1,8,6,False
6747,12,6747,pl_402548,playlist,Naija,1,23,29,False
6748,7,6748,pl_402689,playlist,sleepy,1,11,12,False
6749,3,6749,pl_402746,playlist,Halloween,1,49,50,False
6750,3,6750,pl_402756,playlist,dad,1,26,34,False
6751,9,6751,pl_402869,playlist,#LD,2,6,24,False
1568,3,1568,pl_171724,playlist,workout,1,16,29,False
1569,91,1569,pl_171806,playlist,November 2014,1,12,13,False
1570,1,1570,pl_171865,playlist,❤️❤️,1,14,14,False
1571,1,1571,pl_171874,playlist,Electronica,2,15,15,False
1572,1,1572,pl_171896,playlist,💥💥,4,102,133,False
1573,1,1573,pl_171939,playlist,EDM,2,64,81,False
1574,0,1574,pl_171955,playlist,NEW Hip Hop,25,43,50,False
1575,1,1575,pl_171961,playlist,flow,1,30,32,False
1576,1,1576,pl_172020,playlist,Chill,3,38,45,False
1577,0,1577,pl_172034,playlist,Party rap,2,21,26,False
1578,3,1578,pl_172175,playlist,Geo,1,23,35,False
1579,2,1579,pl_172216,playlist,ROADTRIP,1,42,53,True
1580,92,1580,pl_172237,playlist,Newest,1,7,9,False
1581,8,1581,pl_172255,playlist,christmas🎅🏼,2,12,13,False
1582,4,1582,pl_172256,playlist,Get Down,1,15,15,False
1583,5,1583,pl_172289,playlist,The Feel-Good Flavors Playlist,1,34,34,False
5968,0,5968,pl_369988,playlist,TURNT,1,28,30,False
5969,0,5969,pl_37022,playlist,summersixteen,2,8,21,False
5970,0,5970,pl_37036,playlist,lit 🔥🔥,1,14,16,False
5971,1,5971,pl_37137,playlist,Plane,1,37,52,False
5972,2,5972,pl_37198,playlist,vibin',2,18,30,False
5973,5,5973,pl_37225,playlist,Golf,1,58,82,False
5974,2,5974,pl_37244,playlist,chris,1,16,24,False
5975,2,5975,pl_37314,playlist,Glass,1,40,50,False
5976,3,5976,pl_37338,playlist,hair metal,1,29,33,False
5977,8,5977,pl_37380,playlist,Winter Wonderland,1,94,103,False
5978,3,5978,pl_37601,playlist,Mom,1,12,24,True
5979,2,5979,pl_37602,playlist,Dinner,1,14,15,False
5980,2,5980,pl_37603,playlist,Relax,4,29,31,False
5981,8,5981,pl_37610,playlist,Holiday,1,52,55,True
5982,1,5982,pl_37659,playlist,for ashley,1,17,17,False
5983,3,5983,pl_37663,playlist,hehe ,1,16,25,False
4000,3,4000,pl_277667,playlist,La vie en rose,1,17,20,False
4001,0,4001,pl_277754,playlist,Rap/Hip-Hop,1,34,48,False
4002,1,4002,pl_277775,playlist,regaton ,1,10,15,False
4003,3,4003,pl_277837,playlist,Klasik,1,40,50,False
4004,1,4004,pl_277853,playlist,ROAD TRIP,1,72,84,False
4005,7,4005,pl_277994,playlist,Piano,1,8,9,False
4006,0,4006,pl_278028,playlist,rt,1,27,28,False
4007,4,4007,pl_278055,playlist,tb :)),1,63,80,False
4008,0,4008,pl_278072,playlist,Party Songs,2,33,35,False
4009,0,4009,pl_278080,playlist,Workout,1,38,43,False
4010,4,4010,pl_278092,playlist,My Music,1,32,46,False
4011,1,4011,pl_278122,playlist,Winter 2015,2,22,21,False
4012,4,4012,pl_278140,playlist,Sexy time,1,6,7,False
4013,3,4013,pl_278212,playlist,Voices,1,12,12,False
4014,5,4014,pl_278254,playlist,Beach 2016,1,18,43,False
4015,4,4015,pl_278312,playlist,Rebecca,1,43,51,False
1280,2,1280,pl_158857,playlist,alt,2,93,120,False
1281,6,1281,pl_158891,playlist,emmanuel,2,61,103,False
1282,3,1282,pl_158938,playlist,90s,1,21,26,False
1283,0,1283,pl_158974,playlist,🔥🔥,1,55,75,False
1284,0,1284,pl_159037,playlist,slaps,6,57,83,False
1285,1,1285,pl_159064,playlist,NYE 2015,1,58,62,False
1286,2,1286,pl_159077,playlist,Rock Hits,22102,54,54,False
1287,0,1287,pl_159136,playlist,Aubrey,1,10,32,False
1288,2,1288,pl_159154,playlist,Chill Out,1,19,22,False
1289,2,1289,pl_159193,playlist,to listen to,1,25,25,False
1290,4,1290,pl_159348,playlist,throwin it back,2,19,20,False
1291,2,1291,pl_159384,playlist,Brian,1,33,37,False
1292,0,1292,pl_159388,playlist,Party,1,18,26,False
1293,9,1293,pl_159496,playlist,Corridos ,2,39,68,False
1294,4,1294,pl_159557,playlist,Finals,1,9,12,False
1295,0,1295,pl_159603,playlist,rap,1,70,113,False
13136,2,13136,pl_691537,playlist,Good stuff,1,13,18,False
13137,2,13137,pl_691589,playlist,daydream,2,23,24,False
13138,1,13138,pl_691592,playlist,Eye of the Tiger,1,65,89,False
13139,2,13139,pl_691756,playlist,Alternative,1,130,181,False
13140,631,13140,pl_691765,playlist,lounge,1,14,15,False
13141,5,13141,pl_691775,playlist,White Girl ,1,54,61,False
13142,9,13142,pl_691816,playlist,Spanish,1,19,28,False
13143,0,13143,pl_691840,playlist,vibes,1,66,70,False
13144,2,13144,pl_691879,playlist,Songs I like,1,147,184,False
13145,3,13145,pl_691894,playlist,Dazed and Confused,1,13,13,False
13146,2,13146,pl_692104,playlist,kys,1,53,63,False
13147,0,13147,pl_692172,playlist,dubstep/trap,1,31,39,False
13148,4,13148,pl_692176,playlist,Slow Jamz,1,69,115,False
13149,3,13149,pl_692443,playlist,Misc,1,14,19,False
13150,632,13150,pl_692457,playlist,Fall,1,7,9,False
13151,2,13151,pl_692531,playlist,sad days,4,57,63,False
5888,4,5888,pl_366027,playlist,Today,1,21,20,False
5889,1,5889,pl_366058,playlist,flex,3,87,91,False
5890,2,5890,pl_366158,playlist,gray,1,37,48,False
5891,4,5891,pl_366189,playlist,Throw Back,1,61,75,False
5892,3,5892,pl_366223,playlist,sweet,1,12,24,False
5893,2,5893,pl_366252,playlist,Work,3,37,41,False
5894,0,5894,pl_366368,playlist,funk it. ,1,13,12,False
5895,2,5895,pl_366380,playlist,TRON,1,12,16,False
5896,2,5896,pl_366388,playlist,classics,1,36,51,False
5897,9,5897,pl_366391,playlist,Regaton!,9,21,27,False
5898,1,5898,pl_366514,playlist,Vibin,1,25,30,False
5899,1,5899,pl_366571,playlist,Feel Good,1,58,63,False
5900,4,5900,pl_366604,playlist,R&B,1,38,53,False
5901,0,5901,pl_366719,playlist,DARTY,1,91,118,False
5902,0,5902,pl_366809,playlist,Banger ;),1,15,16,False
5903,0,5903,pl_366846,playlist,3 am,2,21,40,False
6336,2,6336,pl_384991,playlist,Summer,3,64,68,True
6337,1,6337,pl_385083,playlist,House Music,1,57,65,False
6338,10,6338,pl_385148,playlist,asia,1,8,14,False
6339,3,6339,pl_385157,playlist,Rock,1,35,56,False
6340,3,6340,pl_385319,playlist,Old Music,1,19,20,False
6341,0,6341,pl_385395,playlist,May 2016,14,21,24,False
6342,318,6342,pl_385402,playlist,Progressive Trance,1,8,8,False
6343,1,6343,pl_385594,playlist,Gym,1,7,9,False
6344,3,6344,pl_385635,playlist,90's alternative,1,46,62,False
6345,0,6345,pl_385667,playlist,vibes,1,22,25,False
6346,0,6346,pl_385672,playlist,yuh,2,55,71,False
6347,3,6347,pl_385677,playlist,80s,2,37,45,False
6348,20,6348,pl_385706,playlist,Gypsy Jazz,1,64,92,False
6349,3,6349,pl_385841,playlist,Jazz,1,8,21,False
6350,0,6350,pl_385844,playlist,music,1,27,28,False
6351,1,6351,pl_385853,playlist,summer!!,2,38,42,False
672,3,672,pl_130012,playlist,No,1,49,56,False
673,0,673,pl_130118,playlist,PRBLMS,2,44,49,False
674,0,674,pl_130183,playlist,Aussie Hip Hop,1,16,44,False
675,1,675,pl_130332,playlist,Shape of You,1,7,7,False
676,0,676,pl_130346,playlist,Mhmm,1,26,31,False
677,5,677,pl_130374,playlist,Country,3,43,74,False
678,8,678,pl_130415,playlist,Christmas,1,28,26,False
679,1,679,pl_130489,playlist,hippie,5,3,7,False
680,1,680,pl_130500,playlist,halloween party,1,40,48,False
681,2,681,pl_130554,playlist,French,1,18,28,False
682,3,682,pl_130705,playlist,feels good,1,135,151,False
683,3,683,pl_130862,playlist,Jazzy jazz,1,40,51,False
684,57,684,pl_131034,playlist,Roadtrip,1,25,25,False
685,5,685,pl_131042,playlist,new country,1,21,23,False
686,1,686,pl_131079,playlist,work out ,1,36,50,False
687,0,687,pl_131081,playlist,2017,1,19,27,False
7440,8,7440,pl_436351,playlist,Writing Music,1,27,32,False
7441,364,7441,pl_436354,playlist,Waves ,1,7,7,False
7442,4,7442,pl_436479,playlist,BDAY,2,76,105,True
7443,2,7443,pl_436481,playlist,OCTOBER 2016,1,40,46,False
7444,3,7444,pl_436517,playlist,High,1,57,103,False
7445,8,7445,pl_436565,playlist,christmas,1,31,32,False
7446,0,7446,pl_436623,playlist,big sean,1,5,8,False
7447,365,7447,pl_436644,playlist,Faster,1,10,29,False
7448,2,7448,pl_436691,playlist,11,1,12,14,False
7449,0,7449,pl_436815,playlist,Slaps,1,44,48,False
7450,4,7450,pl_436876,playlist,Soul/Blues,1,16,20,False
7451,4,7451,pl_436911,playlist,throw backs,1,59,104,False
7452,4,7452,pl_437009,playlist,|||,1,28,39,False
7453,1,7453,pl_437018,playlist,field day,1,41,48,False
7454,0,7454,pl_437096,playlist,rapppp,5,30,37,False
7455,3,7455,pl_437105,playlist,Chris Cornell,1,4,6,False
2064,9,2064,pl_193239,playlist,Corridos,1,12,20,False
2065,2,2065,pl_193272,playlist,vibey,2,111,159,False
2066,5,2066,pl_193317,playlist,country ,1,40,71,False
2067,4,2067,pl_193335,playlist,Drop the Beat,1,35,40,False
2068,4,2068,pl_193345,playlist,Remember When,1,41,41,False
2069,3,2069,pl_193389,playlist,Other,1,68,78,False
2070,2,2070,pl_193397,playlist,work,1,60,76,False
2071,2,2071,pl_193409,playlist,sad ,1,35,40,False
2072,2,2072,pl_193428,playlist,Love Songs,2,68,81,False
2073,1,2073,pl_193561,playlist,Ayyyyy,1,109,159,False
2074,2,2074,pl_193641,playlist,Alternative  ,2,45,62,False
2075,5,2075,pl_193656,playlist,Randos,1,45,50,False
2076,4,2076,pl_193706,playlist,childhood,1,56,67,False
2077,8,2077,pl_193797,playlist,christmas,1,84,95,False
2078,4,2078,pl_193805,playlist,Throwback ,1,85,117,False
2079,1,2079,pl_193814,playlist,Chill Out,1,59,65,False
7424,3,7424,pl_435664,playlist,Good Old Times,1,23,35,False
7425,2,7425,pl_435725,playlist,ahhhhh,1,41,63,False
7426,2,7426,pl_435745,playlist,Smooth ,2,7,12,False
7427,2,7427,pl_435754,playlist,moments ,1,25,27,False
7428,2,7428,pl_435795,playlist,New Music,1,155,191,False
7429,4,7429,pl_435894,playlist,Throwback,1,38,51,False
7430,0,7430,pl_435927,playlist,bored,1,39,47,False
7431,4,7431,pl_436075,playlist,throwbackkkk,1,57,81,False
7432,3,7432,pl_436121,playlist,ROCK,1,37,64,False
7433,2,7433,pl_436122,playlist,Power Yoga ,5,18,18,False
7434,3,7434,pl_436125,playlist,Warm Ups,2,26,33,False
7435,4,7435,pl_436190,playlist,THROWBACK,3,68,118,False
7436,2,7436,pl_436202,playlist,Stuff and things,1,27,27,False
7437,1,7437,pl_436271,playlist,Electric Feel,3,72,80,False
7438,6,7438,pl_436290,playlist,Mornings ,1,18,21,False
7439,2,7439,pl_436308,playlist,Fall,3,23,25,False
5552,3,5552,pl_350484,playlist,feel good,3,45,59,False
5553,0,5553,pl_350531,playlist,💪🏽,1,22,30,False
5554,2,5554,pl_350589,playlist,meditation,1,28,51,False
5555,3,5555,pl_350608,playlist,oh well ,2,30,32,False
5556,1,5556,pl_350658,playlist,CASA,1,94,122,True
5557,3,5557,pl_350746,playlist,Linedance,1,7,7,False
5558,1,5558,pl_350859,playlist,car ,1,27,36,False
5559,7,5559,pl_350901,playlist,Background music ,1,4,10,False
5560,0,5560,pl_350938,playlist,Gym,1,59,70,False
5561,0,5561,pl_350951,playlist,Lost,2,13,17,False
5562,9,5562,pl_350989,playlist,Cumbias,1,15,15,True
5563,5,5563,pl_351298,playlist,🇺🇸,1,25,45,False
5564,2,5564,pl_351342,playlist,Calm,1,53,53,False
5565,2,5565,pl_351351,playlist,Acoustic,2,71,82,False
5566,274,5566,pl_351370,playlist,December 2013,1,12,13,False
5567,5,5567,pl_351433,playlist,Kountry,2,13,15,False
5920,5,5920,pl_367505,playlist,New country,9,55,65,False
5921,1,5921,pl_367624,playlist,Remix,1,17,19,False
5922,1,5922,pl_367739,playlist,alexa,1,41,48,False
5923,6,5923,pl_367761,playlist,Worship,3,6,14,False
5924,4,5924,pl_367768,playlist,Gym Playlist,1,11,12,False
5925,292,5925,pl_367776,playlist,sat,1,6,6,False
5926,2,5926,pl_367830,playlist,yas.,3,78,84,False
5927,2,5927,pl_367873,playlist,charlie ,1,17,19,False
5928,1,5928,pl_367882,playlist,mood,1,6,6,False
5929,0,5929,pl_367910,playlist,roadtrip,1,65,84,False
5930,1,5930,pl_367911,playlist,#10,3,52,68,False
5931,2,5931,pl_367916,playlist,mornings,1,13,16,False
5932,0,5932,pl_367987,playlist,Nicki Minaj,1,4,7,False
5933,0,5933,pl_368102,playlist,practice,2,44,53,False
5934,1,5934,pl_368105,playlist,1000,11,5,5,False
5935,0,5935,pl_368113,playlist,Lit🔥🔥,2,41,48,False
6368,7,6368,pl_386588,playlist,Les Mis,1,6,5,False
6369,0,6369,pl_386625,playlist,Sick Songs,1,13,15,False
6370,1,6370,pl_386626,playlist,Skrillex,1,10,18,False
6371,319,6371,pl_386644,playlist,Keep Your Head Up ,1,14,15,False
6372,9,6372,pl_386723,playlist,Pepe Aguilar,1,3,24,False
6373,3,6373,pl_386736,playlist,Workout,2,34,42,False
6374,3,6374,pl_386739,playlist,songs to dance to,1,111,125,False
6375,2,6375,pl_386751,playlist,feels,1,34,42,False
6376,2,6376,pl_386811,playlist,Rainy,1,21,22,False
6377,4,6377,pl_386891,playlist,Old School Rap,2,54,65,False
6378,1,6378,pl_386939,playlist,Trap,2,118,150,False
6379,2,6379,pl_386970,playlist,plane ride :),1,19,21,False
6380,4,6380,pl_386987,playlist,Softball,1,82,118,False
6381,2,6381,pl_387012,playlist,sad songs,2,21,28,False
6382,1,6382,pl_387015,playlist,2017,3,112,138,False
6383,3,6383,pl_387155,playlist,Funeral,1,27,31,False
2224,3,2224,pl_2379,playlist,mom,1,39,41,False
2225,3,2225,pl_2512,playlist,Classic rock,1,32,40,False
2226,2,2226,pl_2537,playlist,Drive,1,47,53,False
2227,1,2227,pl_2549,playlist,summer2k16,1,19,20,False
2228,10,2228,pl_2608,playlist,K-Pop,1,16,20,False
2229,4,2229,pl_2718,playlist,work out,2,22,22,False
2230,3,2230,pl_2783,playlist,Gameday,2,76,103,False
2231,0,2231,pl_2860,playlist,Smells Like Teen Spirit,1,12,17,False
2232,2,2232,pl_2890,playlist,spring cleaning,4,87,113,False
2233,9,2233,pl_2914,playlist,new,1,26,30,False
2234,2,2234,pl_20000,playlist,Prelude,1,7,7,False
2235,7,2235,pl_20006,playlist,Adventure,2,7,10,False
2236,3,2236,pl_20054,playlist,Classics,1,17,35,False
2237,3,2237,pl_20079,playlist,Boom,1,18,33,False
2238,5,2238,pl_20119,playlist,Mike's Playlist,1,32,44,False
2239,2,2239,pl_20132,playlist,yeahhh,2,77,92,False
8240,398,8240,pl_471118,playlist,happy,1,9,9,False
8241,2,8241,pl_471184,playlist,Happy,2,40,51,False
8242,0,8242,pl_471186,playlist,Music,1,85,129,False
8243,2,8243,pl_471254,playlist,sleep ,1,3,4,False
8244,9,8244,pl_471306,playlist,Exodus,1,33,48,False
8245,11,8245,pl_471337,playlist,Indian Songs,2,33,46,False
8246,3,8246,pl_471463,playlist,💓💓,1,18,21,False
8247,1,8247,pl_471507,playlist,Ariana Grande – My Everything (Deluxe),1,3,4,False
8248,5,8248,pl_471515,playlist,new releases,1,3,3,False
8249,399,8249,pl_471521,playlist,Fernweh,1,6,6,False
8250,2,8250,pl_471563,playlist,Rain,2,10,30,False
8251,2,8251,pl_471603,playlist,idk,1,51,63,False
8252,400,8252,pl_471664,playlist,Leave Me Alone,1,14,14,False
8253,1,8253,pl_471673,playlist,running playlist,1,48,52,False
8254,1,8254,pl_471739,playlist,Bryan,2,36,41,False
8255,0,8255,pl_471798,playlist,Dope,2,49,76,False
2544,0,2544,pl_212091,playlist,explicit,5,59,99,False
2545,1,2545,pl_212119,playlist,chill,1,44,48,False
2546,3,2546,pl_212126,playlist,Oldies But Goodies,2,65,78,False
2547,3,2547,pl_212131,playlist,Rock,1,32,41,False
2548,2,2548,pl_212253,playlist,Emma's Playlist,1,6,8,False
2549,3,2549,pl_212257,playlist,Set 1,3,11,11,False
2550,0,2550,pl_212310,playlist,good shiz,1,4,5,False
2551,1,2551,pl_212324,playlist,performance,1,21,26,False
2552,4,2552,pl_212341,playlist,Throwback,1,26,29,False
2553,10,2553,pl_212352,playlist,Kpop ,3,13,28,False
2554,3,2554,pl_212391,playlist,NEW YORK,1,39,76,False
2555,1,2555,pl_212500,playlist,pass the aux ,1,126,150,False
2556,2,2556,pl_212630,playlist,my music,1,5,9,False
2557,0,2557,pl_212706,playlist,hype,1,18,18,False
2558,2,2558,pl_212728,playlist,Good feels,2,73,80,False
2559,0,2559,pl_212767,playlist,what is this,2,4,4,False
4736,3,4736,pl_310828,playlist,Crown the Empire,1,3,5,False
4737,0,4737,pl_310845,playlist,BANGERS,1,29,35,False
4738,2,4738,pl_310856,playlist,heyo,1,7,11,False
4739,2,4739,pl_310858,playlist,June 2015,1,33,35,False
4740,0,4740,pl_311078,playlist,Transition,1,32,55,False
4741,8,4741,pl_311144,playlist,Xmas 2014,3,25,25,False
4742,2,4742,pl_311178,playlist,2013,1,34,50,False
4743,1,4743,pl_311232,playlist,Workout,1,19,23,False
4744,2,4744,pl_311256,playlist,camp,2,12,13,False
4745,2,4745,pl_311264,playlist,Ivy,1,101,119,False
4746,2,4746,pl_311288,playlist,Love songs ,1,18,20,False
4747,4,4747,pl_311336,playlist,playLIT,1,41,56,False
4748,3,4748,pl_311465,playlist,Dance TIME,1,38,42,False
4749,4,4749,pl_311547,playlist,Run,3,13,14,False
4750,3,4750,pl_311580,playlist,Rock,1,40,55,False
4751,1,4751,pl_311686,playlist,road trip!!!!! ,1,69,76,True
5616,276,5616,pl_353648,playlist,folk,1,12,13,False
5617,9,5617,pl_353816,playlist,Soca,1,22,20,False
5618,2,5618,pl_354076,playlist,Best Songs Ever,1,25,27,False
5619,8,5619,pl_354111,playlist,Mistletoe,1,70,50,False
5620,8,5620,pl_354218,playlist,Xmas,1,52,58,False
5621,2,5621,pl_354220,playlist,Tennessee,2,15,18,False
5622,0,5622,pl_354261,playlist,new,1,43,57,False
5623,1,5623,pl_354263,playlist,mowing,1,19,20,False
5624,4,5624,pl_354303,playlist,joe,1,14,15,False
5625,0,5625,pl_354424,playlist,parti,1,55,72,False
5626,3,5626,pl_354434,playlist,Easy,1,46,64,False
5627,3,5627,pl_354459,playlist,80s Dance,2,83,95,False
5628,277,5628,pl_354489,playlist,new stuff,1,20,20,False
5629,0,5629,pl_354645,playlist,driving,1,38,45,False
5630,0,5630,pl_354682,playlist,LIT,1,11,13,False
5631,0,5631,pl_354685,playlist,new ish,1,28,36,False
1840,1,1840,pl_183641,playlist,February '16,1,32,37,False
1841,2,1841,pl_183682,playlist,chill ,1,9,24,False
1842,0,1842,pl_183689,playlist,ok,1,16,18,False
1843,5,1843,pl_183693,playlist,Birthday Party,1,63,69,False
1844,3,1844,pl_183769,playlist,Workout 2.0,1,16,20,False
1845,3,1845,pl_183782,playlist,Chill,1,7,7,False
1846,6,1846,pl_183813,playlist,retreat,1,23,18,False
1847,1,1847,pl_183834,playlist,Ps4,6,28,31,False
1848,0,1848,pl_183835,playlist,dope,1,18,21,False
1849,2,1849,pl_183840,playlist,office,1,16,23,False
1850,2,1850,pl_183930,playlist,Under the COVERs,1,23,26,False
1851,2,1851,pl_183952,playlist,my music,2,69,94,False
1852,1,1852,pl_184071,playlist,💯💯,1,28,31,False
1853,4,1853,pl_184136,playlist,who run the world,1,36,55,False
1854,4,1854,pl_184189,playlist,dance,1,13,13,False
1855,3,1855,pl_184310,playlist,Good songs,1,41,51,False
1472,3,1472,pl_168312,playlist,Halloween,1,13,12,False
1473,3,1473,pl_168333,playlist,good vibes,1,11,11,False
1474,9,1474,pl_168335,playlist,Rancheras,1,15,27,False
1475,0,1475,pl_168353,playlist,Hiphop/Rap,1,12,15,False
1476,5,1476,pl_168449,playlist,Shower,1,16,16,False
1477,86,1477,pl_168479,playlist,Charlie,1,3,7,False
1478,6,1478,pl_168558,playlist,Worship,1,80,118,False
1479,1,1479,pl_168591,playlist,FIESTA,2,31,36,True
1480,3,1480,pl_168649,playlist,Metal!,1,24,26,False
1481,3,1481,pl_168680,playlist,rock,4,35,74,False
1482,4,1482,pl_168687,playlist,gym,1,37,45,False
1483,1,1483,pl_168767,playlist,Becky G,1,18,25,False
1484,5,1484,pl_168794,playlist,You,1,34,37,False
1485,3,1485,pl_168804,playlist,metal,1,11,23,False
1486,3,1486,pl_168941,playlist,classic,3,78,128,True
1487,1,1487,pl_168959,playlist,julia,3,36,38,False
5984,7,5984,pl_37769,playlist,Musik,1,14,17,False
5985,296,5985,pl_37825,playlist,LSD,1,20,24,False
5986,0,5986,pl_37897,playlist,tde,1,5,11,False
5987,2,5987,pl_37950,playlist,Chill,1,30,38,False
5988,4,5988,pl_37967,playlist,i am,2,20,27,False
5989,5,5989,pl_37982,playlist,country faves,1,17,23,False
5990,3,5990,pl_370001,playlist,Mixed Playlist,1,13,17,False
5991,6,5991,pl_370020,playlist,Nick,2,8,22,False
5992,1,5992,pl_370062,playlist,EuroTrip,6,54,61,False
5993,2,5993,pl_370096,playlist,Study,2,17,19,False
5994,2,5994,pl_370099,playlist,Indie,3,21,27,False
5995,5,5995,pl_370143,playlist,Rock,1,133,159,False
5996,7,5996,pl_370218,playlist,Disney,1,71,40,False
5997,3,5997,pl_370262,playlist,KISS,3,5,44,False
5998,3,5998,pl_370274,playlist,70s and 80s,1,46,48,False
5999,6,5999,pl_370346,playlist,Spiritual,2,95,115,False
7504,7,7504,pl_439221,playlist,musicals,1,16,6,False
7505,3,7505,pl_439251,playlist,Dazed and Confused,1,21,26,False
7506,0,7506,pl_439323,playlist,fall 2017,1,75,96,False
7507,2,7507,pl_439356,playlist,babylon ,1,67,71,False
7508,0,7508,pl_439387,playlist,right,1,25,35,False
7509,7,7509,pl_439411,playlist,Frozen,1,45,21,False
7510,0,7510,pl_439427,playlist,litttttt,1,6,10,False
7511,3,7511,pl_439458,playlist,Alternative,1,26,51,False
7512,1,7512,pl_439496,playlist,s u m m e r,1,84,89,False
7513,3,7513,pl_439603,playlist,funky,1,10,12,False
7514,6,7514,pl_439638,playlist,God's Not Dead,2,21,32,False
7515,2,7515,pl_439666,playlist,mumford and sons,1,4,9,False
7516,6,7516,pl_439707,playlist,worship,1,50,80,False
7517,1,7517,pl_439756,playlist,Summer Jams,1,73,80,False
7518,2,7518,pl_439798,playlist,Fast,1,44,55,False
7519,5,7519,pl_439799,playlist,🇺🇸,1,11,15,False
1440,3,1440,pl_166460,playlist,Dylan,1,3,14,False
1441,2,1441,pl_166532,playlist,For B,1,127,165,False
1442,1,1442,pl_166548,playlist,Summer 2017,2,64,72,False
1443,0,1443,pl_166576,playlist,Workout,1,84,113,False
1444,2,1444,pl_166623,playlist,Endless Summer,1,71,77,False
1445,4,1445,pl_166902,playlist,#Party,1,51,54,True
1446,2,1446,pl_167054,playlist,sunny days,4,84,147,False
1447,4,1447,pl_167066,playlist,90's 2000's,1,24,32,False
1448,0,1448,pl_167115,playlist,Box,3,67,79,False
1449,2,1449,pl_167168,playlist, Starter,1,32,35,False
1450,4,1450,pl_167319,playlist,my,1,25,37,False
1451,2,1451,pl_167365,playlist,for rachel ,1,46,53,False
1452,4,1452,pl_167421,playlist,Party,1,33,35,False
1453,3,1453,pl_167452,playlist,Motown,1,18,48,False
1454,3,1454,pl_167453,playlist,Party,1,16,20,False
1455,85,1455,pl_167461,playlist,Study,1,16,19,False
8288,1,8288,pl_473359,playlist,edm,1,65,79,False
